File Path,Rule ID,Rule Name,Plugin,Severity,Message,Line,Column,End Line,End Column,Node Type,Source Code,Fix Available
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\index.js,no-undef,no-undef,eslint,error,'require' is not defined.,3,25,3,32,Identifier,"const { MongoClient } = require(""mongodb"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\index.js,sonarjs/x-powered-by,x-powered-by,eslint-plugin-sonarjs,error,This framework implicitly discloses version information by default. Make sure it is safe here.,5,7,5,10,Identifier,const app = express();,No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\index.js,no-undef,no-undef,eslint,error,'console' is not defined.,32,5,32,12,Identifier,    console.log(`Example app listening on port ${port}`);,No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,2,22,2,57,CallExpression,"const { Resource } = require(""@opentelemetry/resources"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,no-undef,no-undef,eslint,error,'require' is not defined.,2,22,2,29,Identifier,"const { Resource } = require(""@opentelemetry/resources"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,3,40,3,86,CallExpression,"const { SemanticResourceAttributes } = require(""@opentelemetry/semantic-conventions"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,no-undef,no-undef,eslint,error,'require' is not defined.,3,40,3,47,Identifier,"const { SemanticResourceAttributes } = require(""@opentelemetry/semantic-conventions"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,4,33,4,73,CallExpression,"const { SimpleSpanProcessor } = require(""@opentelemetry/sdk-trace-base"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,no-undef,no-undef,eslint,error,'require' is not defined.,4,33,4,40,Identifier,"const { SimpleSpanProcessor } = require(""@opentelemetry/sdk-trace-base"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,5,32,5,72,CallExpression,"const { NodeTracerProvider } = require(""@opentelemetry/sdk-trace-node"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,no-undef,no-undef,eslint,error,'require' is not defined.,5,32,5,39,Identifier,"const { NodeTracerProvider } = require(""@opentelemetry/sdk-trace-node"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,6,19,6,48,CallExpression,"const { trace } = require(""@opentelemetry/api"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,no-undef,no-undef,eslint,error,'require' is not defined.,6,19,6,26,Identifier,"const { trace } = require(""@opentelemetry/api"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,9,31,9,81,CallExpression,"const { OTLPTraceExporter } = require(""@opentelemetry/exporter-trace-otlp-http"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,no-undef,no-undef,eslint,error,'require' is not defined.,9,31,9,38,Identifier,"const { OTLPTraceExporter } = require(""@opentelemetry/exporter-trace-otlp-http"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,12,36,12,84,CallExpression,"const { ExpressInstrumentation } = require(""opentelemetry-instrumentation-express"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,no-undef,no-undef,eslint,error,'require' is not defined.,12,36,12,43,Identifier,"const { ExpressInstrumentation } = require(""opentelemetry-instrumentation-express"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,13,36,13,85,CallExpression,"const { MongoDBInstrumentation } = require(""@opentelemetry/instrumentation-mongodb"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,no-undef,no-undef,eslint,error,'require' is not defined.,13,36,13,43,Identifier,"const { MongoDBInstrumentation } = require(""@opentelemetry/instrumentation-mongodb"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,14,33,14,79,CallExpression,"const { HttpInstrumentation } = require(""@opentelemetry/instrumentation-http"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,no-undef,no-undef,eslint,error,'require' is not defined.,14,33,14,40,Identifier,"const { HttpInstrumentation } = require(""@opentelemetry/instrumentation-http"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,15,38,15,79,CallExpression,"const { registerInstrumentations } = require(""@opentelemetry/instrumentation"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,no-undef,no-undef,eslint,error,'require' is not defined.,15,38,15,45,Identifier,"const { registerInstrumentations } = require(""@opentelemetry/instrumentation"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,no-undef,no-undef,eslint,error,'module' is not defined.,17,1,17,7,Identifier,module.exports = (serviceName) => {,No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.aspecto.js,no-undef,no-undef,eslint,error,'process' is not defined.,21,22,21,29,Identifier,"      Authorization: process.env.ASPECTO_API_KEY,",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,3,22,3,57,CallExpression,"const { Resource } = require(""@opentelemetry/resources"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,no-undef,no-undef,eslint,error,'require' is not defined.,3,22,3,29,Identifier,"const { Resource } = require(""@opentelemetry/resources"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,4,40,4,86,CallExpression,"const { SemanticResourceAttributes } = require(""@opentelemetry/semantic-conventions"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,no-undef,no-undef,eslint,error,'require' is not defined.,4,40,4,47,Identifier,"const { SemanticResourceAttributes } = require(""@opentelemetry/semantic-conventions"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,5,54,5,94,CallExpression,"const { SimpleSpanProcessor, ConsoleSpanExporter } = require(""@opentelemetry/sdk-trace-base"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,no-undef,no-undef,eslint,error,'require' is not defined.,5,54,5,61,Identifier,"const { SimpleSpanProcessor, ConsoleSpanExporter } = require(""@opentelemetry/sdk-trace-base"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,6,32,6,72,CallExpression,"const { NodeTracerProvider } = require(""@opentelemetry/sdk-trace-node"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,no-undef,no-undef,eslint,error,'require' is not defined.,6,32,6,39,Identifier,"const { NodeTracerProvider } = require(""@opentelemetry/sdk-trace-node"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,7,19,7,48,CallExpression,"const { trace } = require(""@opentelemetry/api"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,no-undef,no-undef,eslint,error,'require' is not defined.,7,19,7,26,Identifier,"const { trace } = require(""@opentelemetry/api"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,10,36,10,84,CallExpression,"const { ExpressInstrumentation } = require(""opentelemetry-instrumentation-express"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,no-undef,no-undef,eslint,error,'require' is not defined.,10,36,10,43,Identifier,"const { ExpressInstrumentation } = require(""opentelemetry-instrumentation-express"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,11,36,11,85,CallExpression,"const { MongoDBInstrumentation } = require(""@opentelemetry/instrumentation-mongodb"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,no-undef,no-undef,eslint,error,'require' is not defined.,11,36,11,43,Identifier,"const { MongoDBInstrumentation } = require(""@opentelemetry/instrumentation-mongodb"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,12,33,12,79,CallExpression,"const { HttpInstrumentation } = require(""@opentelemetry/instrumentation-http"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,no-undef,no-undef,eslint,error,'require' is not defined.,12,33,12,40,Identifier,"const { HttpInstrumentation } = require(""@opentelemetry/instrumentation-http"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,13,38,13,79,CallExpression,"const { registerInstrumentations } = require(""@opentelemetry/instrumentation"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,no-undef,no-undef,eslint,error,'require' is not defined.,13,38,13,45,Identifier,"const { registerInstrumentations } = require(""@opentelemetry/instrumentation"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.console.js,no-undef,no-undef,eslint,error,'module' is not defined.,15,1,15,7,Identifier,module.exports = (serviceName) => {,No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,2,22,2,57,CallExpression,"const { Resource } = require(""@opentelemetry/resources"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,no-undef,no-undef,eslint,error,'require' is not defined.,2,22,2,29,Identifier,"const { Resource } = require(""@opentelemetry/resources"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,3,40,3,86,CallExpression,"const { SemanticResourceAttributes } = require(""@opentelemetry/semantic-conventions"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,no-undef,no-undef,eslint,error,'require' is not defined.,3,40,3,47,Identifier,"const { SemanticResourceAttributes } = require(""@opentelemetry/semantic-conventions"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,4,33,4,73,CallExpression,"const { SimpleSpanProcessor } = require(""@opentelemetry/sdk-trace-base"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,no-undef,no-undef,eslint,error,'require' is not defined.,4,33,4,40,Identifier,"const { SimpleSpanProcessor } = require(""@opentelemetry/sdk-trace-base"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,5,32,5,72,CallExpression,"const { NodeTracerProvider } = require(""@opentelemetry/sdk-trace-node"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,no-undef,no-undef,eslint,error,'require' is not defined.,5,32,5,39,Identifier,"const { NodeTracerProvider } = require(""@opentelemetry/sdk-trace-node"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,6,19,6,48,CallExpression,"const { trace } = require(""@opentelemetry/api"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,no-undef,no-undef,eslint,error,'require' is not defined.,6,19,6,26,Identifier,"const { trace } = require(""@opentelemetry/api"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,9,28,9,69,CallExpression,"const { JaegerExporter } = require(""@opentelemetry/exporter-jaeger"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,no-undef,no-undef,eslint,error,'require' is not defined.,9,28,9,35,Identifier,"const { JaegerExporter } = require(""@opentelemetry/exporter-jaeger"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,12,36,12,84,CallExpression,"const { ExpressInstrumentation } = require(""opentelemetry-instrumentation-express"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,no-undef,no-undef,eslint,error,'require' is not defined.,12,36,12,43,Identifier,"const { ExpressInstrumentation } = require(""opentelemetry-instrumentation-express"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,13,36,13,85,CallExpression,"const { MongoDBInstrumentation } = require(""@opentelemetry/instrumentation-mongodb"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,no-undef,no-undef,eslint,error,'require' is not defined.,13,36,13,43,Identifier,"const { MongoDBInstrumentation } = require(""@opentelemetry/instrumentation-mongodb"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,14,33,14,79,CallExpression,"const { HttpInstrumentation } = require(""@opentelemetry/instrumentation-http"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,no-undef,no-undef,eslint,error,'require' is not defined.,14,33,14,40,Identifier,"const { HttpInstrumentation } = require(""@opentelemetry/instrumentation-http"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,@typescript-eslint/no-require-imports,no-require-imports,@typescript-eslint,error,A `require()` style import is forbidden.,15,38,15,79,CallExpression,"const { registerInstrumentations } = require(""@opentelemetry/instrumentation"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,no-undef,no-undef,eslint,error,'require' is not defined.,15,38,15,45,Identifier,"const { registerInstrumentations } = require(""@opentelemetry/instrumentation"");",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\opentelemetry2\node\tracing.jaeger.js,no-undef,no-undef,eslint,error,'module' is not defined.,17,1,17,7,Identifier,module.exports = (serviceName) => {,No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\src\metrics\pathCoverageMetrics.ts,sonarjs/no-os-command-from-path,no-os-command-from-path,eslint-plugin-sonarjs,error,"Make sure the ""PATH"" variable only contains fixed, unwriteable directories.",17,7,17,12,Literal,"      ""npx"",",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\src\metrics\pathCoverageMetrics.ts,sonarjs/no-os-command-from-path,no-os-command-from-path,eslint-plugin-sonarjs,error,"Make sure the ""PATH"" variable only contains fixed, unwriteable directories.",48,16,48,21,Literal,"  execFileSync(""npx"", [""vitest"", ""run"", ""--coverage""], {",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\src\metrics\pathCoverageMetrics.ts,sonarjs/no-all-duplicated-branches,no-all-duplicated-branches,eslint-plugin-sonarjs,error,"This conditional operation returns the same value whether the condition is ""true"" or ""false"".",86,27,86,58,ConditionalExpression,"    sonarjs_rules_active: sonarjsRules.size > 0 ? 20 : 20,",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\src\platform\exportPlatformBundle.ts,@typescript-eslint/no-unused-vars,no-unused-vars,@typescript-eslint,error,'readFileSync' is defined but never used.,1,35,1,47,Identifier,"import { copyFileSync, mkdirSync, readFileSync, writeFileSync } from ""node:fs"";",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\src\platform\exportPlatformBundle.ts,sonarjs/unused-import,unused-import,eslint-plugin-sonarjs,error,Remove this unused import of 'readFileSync'.,1,35,1,47,Identifier,"import { copyFileSync, mkdirSync, readFileSync, writeFileSync } from ""node:fs"";",No
D:\Research in Missing Metrics\workspace\typescript-tool-testing-eslint-eslint-plugin-sonarjs\src\verify\verifyEslintSonarjsJson.ts,sonarjs/cognitive-complexity,cognitive-complexity,eslint-plugin-sonarjs,error,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,4,17,4,40,,export function verifyEslintSonarjsJson(jsonPath: string): number {,No
